Yaş,İşten Ayrılma,İş Seyahati,Günlük Ücret,Departman,Evden Uzaklık,Eğitim Seviyesi,Eğitim Alanı,Çalışan Sayısı,Sicil No,Çevresel Memnuniyet,Cinsiyet,Saat Ücreti,İşe Katılım,İş Seviyesi,İş Rolü,İş Memnuniyeti,Medeni Durum,Aylık Gelir,Aylık Ücret,Daha Önce Çalışılan İşyeri Sayısı,Fazla Mesai,Ücret Artış Yüzdesi,Performans Skoru,İş Arkadaşlarından  Memnuniyeti,Standart Çalışma Saati,Hisse Seçeneği Seviyesi,Kıdem,Geçen Yıl Katılınan Eğitim Sayısı,İş-Yaşam Dengesi Skoru,Şirketteki Kıdemi,Mevcut Pozisyonda Geçen Yıl,Son Terfiden Bu Yana Geçen Yıl,Mevcut Yöneticiyle Geçen Yıl
40,Hayır,Seyrek Seyahat,884,Araştırma ve Geliştirme,15,3,Fen Bilimleri,1,1628,1,Kadın,80,2,3,Üretim Direktörü,3,Evli,10435,25800,1,Hayır,13,3,4,80,2,18,2,3,18,15,14,12
35,Hayır,Seyahat Etmez,208,Araştırma ve Geliştirme,8,4,Fen Bilimleri,1,1630,3,Kadın,52,3,2,Sağlık Temsilcisi,3,Evli,4148,12250,1,Hayır,12,3,4,80,1,15,5,3,14,11,2,9
37,Hayır,Seyrek Seyahat,671,Araştırma ve Geliştirme,19,3,Fen Bilimleri,1,1631,3,Erkek,85,3,2,Üretim Direktörü,3,Evli,5768,26493,3,Hayır,17,3,1,80,3,9,2,2,4,3,0,2
39,Hayır,Sık Seyahat,711,Araştırma ve Geliştirme,4,3,Tıp,1,1633,1,Kadın,81,3,2,Üretim Direktörü,3,Bekar,5042,3140,0,Hayır,13,3,4,80,0,10,2,1,9,2,3,8
45,Hayır,Seyrek Seyahat,1329,Araştırma ve Geliştirme,2,2,Diğer,1,1635,4,Kadın,59,2,2,Üretim Direktörü,4,Boşanmış,5770,5388,1,Hayır,19,3,1,80,2,10,3,3,10,7,3,9
38,Hayır,Seyrek Seyahat,397,Araştırma ve Geliştirme,2,2,Tıp,1,1638,4,Kadın,54,2,3,Üretim Direktörü,3,Evli,7756,14199,3,Evet,19,3,4,80,1,10,6,4,5,4,0,2
35,Evet,Seyrek Seyahat,737,Satış,10,3,Tıp,1,1639,4,Erkek,55,2,3,Satış Yöneticisi,1,Evli,10306,21530,9,Hayır,17,3,3,80,0,15,3,3,13,12,6,0
37,Hayır,Seyrek Seyahat,1470,Araştırma ve Geliştirme,10,3,Tıp,1,1640,2,Kadın,71,3,1,Araştırma Bilimcisi,2,Evli,3936,9953,1,Hayır,11,3,1,80,1,8,2,1,8,4,7,7
40,Hayır,Seyrek Seyahat,448,Araştırma ve Geliştirme,16,3,Fen Bilimleri,1,1641,3,Kadın,84,3,3,Üretim Direktörü,4,Bekar,7945,19948,6,Evet,15,3,4,80,0,18,2,2,4,2,3,3
44,Hayır,Sık Seyahat,602,İnsan Kaynakları,1,5,İnsan Kaynakları,1,1642,1,Erkek,37,3,2,İnsan Kaynakları,4,Evli,5743,10503,4,Evet,11,3,3,80,0,14,3,3,10,7,0,2
48,Hayır,Sık Seyahat,365,Araştırma ve Geliştirme,4,5,Tıp,1,1644,3,Erkek,89,2,4,Yönetici,4,Evli,15202,5602,2,Hayır,25,4,2,80,1,23,3,3,2,2,2,2
35,Evet,Seyrek Seyahat,763,Satış,15,2,Tıp,1,1645,1,Erkek,59,1,2,Satış Yöneticisi,4,Boşanmış,5440,22098,6,Evet,14,3,4,80,2,7,2,2,2,2,2,2
24,Hayır,Sık Seyahat,567,Araştırma ve Geliştirme,2,1,Mühendislik,1,1646,1,Kadın,32,3,1,Araştırma Bilimcisi,4,Bekar,3760,17218,1,Evet,13,3,3,80,0,6,2,3,6,3,1,3
27,Hayır,Seyrek Seyahat,486,Araştırma ve Geliştirme,8,3,Tıp,1,1647,2,Kadın,86,4,1,Araştırma Bilimcisi,3,Evli,3517,22490,7,Hayır,17,3,1,80,0,5,0,3,3,2,0,2
27,Hayır,Sık Seyahat,591,Araştırma ve Geliştirme,2,3,Tıp,1,1648,4,Erkek,87,3,1,Araştırma Bilimcisi,4,Bekar,2580,6297,2,Hayır,13,3,3,80,0,6,0,2,4,2,1,2
40,Evet,Seyrek Seyahat,1329,Araştırma ve Geliştirme,7,3,Fen Bilimleri,1,1649,1,Erkek,73,3,1,Laboratuvar Teknikeri,1,Bekar,2166,3339,3,Evet,14,3,2,80,0,10,3,1,4,2,0,3
29,Hayır,Seyrek Seyahat,469,Satış,10,3,Tıp,1,1650,3,Erkek,42,2,2,Satış Yöneticisi,3,Bekar,5869,23413,9,Hayır,11,3,3,80,0,8,2,3,5,2,1,4
36,Hayır,Seyrek Seyahat,711,Araştırma ve Geliştirme,5,4,Fen Bilimleri,1,1651,2,Kadın,42,3,3,Sağlık Temsilcisi,1,Evli,8008,22792,4,Hayır,12,3,3,80,2,9,6,3,3,2,0,2
25,Hayır,Sık Seyahat,772,Araştırma ve Geliştirme,2,1,Fen Bilimleri,1,1653,4,Erkek,77,4,2,Üretim Direktörü,3,Boşanmış,5206,4973,1,Hayır,17,3,3,80,2,7,6,3,7,7,0,7
39,Hayır,Seyrek Seyahat,492,Araştırma ve Geliştirme,12,3,Tıp,1,1654,4,Erkek,66,3,2,Üretim Direktörü,2,Evli,5295,7693,4,Hayır,21,4,3,80,0,7,3,3,5,4,1,0
49,Hayır,Seyrek Seyahat,301,Araştırma ve Geliştirme,22,4,Diğer,1,1655,1,Kadın,72,3,4,Araştırma Direktörü,2,Evli,16413,3498,3,Hayır,16,3,2,80,2,27,2,3,4,2,1,2
50,Hayır,Seyrek Seyahat,813,Araştırma ve Geliştirme,17,5,Fen Bilimleri,1,1656,4,Kadın,50,2,3,Araştırma Direktörü,1,Boşanmış,13269,21981,5,Hayır,15,3,3,80,3,19,3,3,14,11,1,11
20,Hayır,Seyrek Seyahat,1141,Satış,2,3,Tıp,1,1657,3,Kadın,31,3,1,Satış Temsilcisi,3,Bekar,2783,13251,1,Hayır,19,3,1,80,0,2,3,3,2,2,2,2
34,Hayır,Seyrek Seyahat,1130,Araştırma ve Geliştirme,3,3,Fen Bilimleri,1,1658,4,Kadın,66,3,2,Araştırma Bilimcisi,2,Boşanmış,5433,19332,1,Hayır,12,3,3,80,1,11,2,3,11,8,7,9
36,Hayır,Seyrek Seyahat,311,Araştırma ve Geliştirme,7,3,Fen Bilimleri,1,1659,1,Erkek,77,3,1,Laboratuvar Teknikeri,2,Bekar,2013,10950,2,Hayır,11,3,3,80,0,15,4,3,4,3,1,3
49,Hayır,Seyrek Seyahat,465,Araştırma ve Geliştirme,6,1,Fen Bilimleri,1,1661,3,Kadın,41,2,4,Sağlık Temsilcisi,3,Evli,13966,11652,2,Evet,19,3,2,80,1,30,3,3,15,11,2,12
36,Hayır,Seyahat Etmez,894,Araştırma ve Geliştirme,1,4,Tıp,1,1662,4,Kadın,33,2,2,Üretim Direktörü,3,Evli,4374,15411,0,Hayır,15,3,3,80,0,4,6,3,3,2,1,2
36,Hayır,Seyrek Seyahat,1040,Araştırma ve Geliştirme,3,2,Fen Bilimleri,1,1664,4,Erkek,79,4,2,Sağlık Temsilcisi,1,Boşanmış,6842,26308,6,Hayır,20,4,1,80,1,13,3,3,5,4,0,4
54,Hayır,Seyrek Seyahat,584,Araştırma ve Geliştirme,22,5,Tıp,1,1665,2,Kadın,91,3,4,Yönetici,3,Evli,17426,18685,3,Hayır,25,4,3,80,1,36,6,3,10,8,4,7
43,Hayır,Seyrek Seyahat,1291,Araştırma ve Geliştirme,15,2,Fen Bilimleri,1,1666,3,Erkek,65,2,4,Araştırma Direktörü,3,Evli,17603,3525,1,Hayır,24,4,1,80,1,14,3,3,14,10,6,11
35,Evet,Sık Seyahat,880,Satış,12,4,Diğer,1,1667,4,Erkek,36,3,2,Satış Yöneticisi,4,Bekar,4581,10414,3,Evet,24,4,1,80,0,13,2,4,11,9,6,7
38,Hayır,Sık Seyahat,1189,Araştırma ve Geliştirme,1,3,Fen Bilimleri,1,1668,4,Erkek,90,3,2,Araştırma Bilimcisi,4,Evli,4735,9867,7,Hayır,15,3,4,80,2,19,4,4,13,11,2,9
29,Hayır,Seyrek Seyahat,991,Satış,5,3,Tıp,1,1669,1,Erkek,43,2,2,Satış Yöneticisi,2,Boşanmış,4187,3356,1,Evet,13,3,2,80,1,10,3,2,10,0,0,9
33,Hayır,Seyrek Seyahat,392,Satış,2,4,Tıp,1,1670,4,Erkek,93,3,2,Satış Yöneticisi,4,Boşanmış,5505,3921,1,Hayır,14,3,3,80,2,6,5,3,6,2,0,4
32,Hayır,Seyrek Seyahat,977,Araştırma ve Geliştirme,2,3,Tıp,1,1671,4,Erkek,45,3,2,Araştırma Bilimcisi,2,Boşanmış,5470,25518,0,Hayır,13,3,3,80,2,10,4,2,9,5,1,6
31,Hayır,Seyrek Seyahat,1112,Satış,5,4,Fen Bilimleri,1,1673,1,Kadın,67,3,2,Satış Yöneticisi,4,Evli,5476,22589,1,Hayır,11,3,1,80,2,10,2,3,10,0,0,2
49,Hayır,Seyrek Seyahat,464,Araştırma ve Geliştirme,16,3,Tıp,1,1674,4,Kadın,74,3,1,Laboratuvar Teknikeri,1,Boşanmış,2587,24941,4,Evet,16,3,2,80,1,17,2,2,2,2,2,2
38,Hayır,Sık Seyahat,148,Araştırma ve Geliştirme,2,3,Tıp,1,1675,4,Kadın,42,2,1,Laboratuvar Teknikeri,2,Bekar,2440,23826,1,Hayır,22,4,2,80,0,4,3,3,4,3,3,3
47,Hayır,Seyrek Seyahat,1225,Satış,2,4,Fen Bilimleri,1,1676,2,Kadın,47,4,4,Yönetici,2,Boşanmış,15972,21086,6,Hayır,14,3,3,80,3,29,2,3,3,2,1,2
49,Hayır,Seyrek Seyahat,809,Araştırma ve Geliştirme,1,3,Fen Bilimleri,1,1677,3,Erkek,36,3,4,Yönetici,3,Bekar,15379,22384,4,Hayır,14,3,1,80,0,23,2,3,8,7,0,0
41,Hayır,Seyrek Seyahat,1206,Satış,23,2,Fen Bilimleri,1,1678,4,Erkek,80,3,3,Satış Yöneticisi,3,Bekar,7082,11591,3,Evet,16,3,4,80,0,21,2,3,2,0,0,2
20,Hayır,Seyrek Seyahat,727,Satış,9,1,Fen Bilimleri,1,1680,4,Erkek,54,3,1,Satış Temsilcisi,1,Bekar,2728,21082,1,Hayır,11,3,1,80,0,2,3,3,2,2,0,2
33,Hayır,Seyahat Etmez,530,Satış,16,3,Fen Bilimleri,1,1681,3,Kadın,36,3,2,Satış Yöneticisi,4,Boşanmış,5368,16130,1,Evet,25,4,3,80,1,7,2,3,6,5,1,2
36,Hayır,Seyrek Seyahat,1351,Araştırma ve Geliştirme,26,4,Fen Bilimleri,1,1682,1,Erkek,80,3,2,Sağlık Temsilcisi,3,Evli,5347,7419,6,Hayır,14,3,2,80,2,10,2,2,3,2,0,2
44,Hayır,Seyrek Seyahat,528,İnsan Kaynakları,1,3,Fen Bilimleri,1,1683,3,Kadın,44,3,1,İnsan Kaynakları,4,Boşanmış,3195,4167,4,Evet,18,3,1,80,3,8,2,3,2,2,2,2
23,Evet,Seyrek Seyahat,1320,Araştırma ve Geliştirme,8,1,Tıp,1,1684,4,Erkek,93,2,1,Laboratuvar Teknikeri,3,Bekar,3989,20586,1,Evet,11,3,1,80,0,5,2,3,5,4,1,2
38,Hayır,Seyrek Seyahat,1495,Araştırma ve Geliştirme,4,2,Tıp,1,1687,4,Kadın,87,3,1,Laboratuvar Teknikeri,3,Evli,3306,26176,7,Hayır,19,3,4,80,1,7,5,2,0,0,0,0
53,Hayır,Seyrek Seyahat,1395,Araştırma ve Geliştirme,24,4,Tıp,1,1689,2,Erkek,48,4,3,Sağlık Temsilcisi,4,Evli,7005,3458,3,Hayır,15,3,3,80,0,11,2,3,4,3,1,2
48,Evet,Sık Seyahat,708,Satış,7,2,Tıp,1,1691,4,Kadın,95,3,1,Satış Temsilcisi,3,Evli,2655,11740,2,Evet,11,3,3,80,2,19,3,3,9,7,7,7
32,Evet,Seyrek Seyahat,1259,Araştırma ve Geliştirme,2,4,Fen Bilimleri,1,1692,4,Erkek,95,3,1,Laboratuvar Teknikeri,2,Bekar,1393,24852,1,Hayır,12,3,1,80,0,1,2,3,1,0,0,0
26,Hayır,Seyahat Etmez,786,Araştırma ve Geliştirme,7,3,Tıp,1,1693,4,Erkek,76,3,1,Laboratuvar Teknikeri,4,Bekar,2570,11925,1,Hayır,20,4,3,80,0,7,5,3,7,7,5,7
55,Hayır,Seyrek Seyahat,1441,Araştırma ve Geliştirme,22,3,Mühendislik,1,1694,1,Erkek,94,2,1,Araştırma Bilimcisi,2,Boşanmış,3537,23737,5,Hayır,12,3,4,80,1,8,1,3,4,2,1,2
34,Hayır,Seyrek Seyahat,1157,Araştırma ve Geliştirme,5,2,Tıp,1,1696,2,Erkek,57,2,2,Laboratuvar Teknikeri,4,Evli,3986,11912,1,Hayır,14,3,3,80,1,15,3,4,15,10,4,13
60,Hayır,Seyrek Seyahat,370,Araştırma ve Geliştirme,1,4,Tıp,1,1697,3,Erkek,92,1,3,Sağlık Temsilcisi,4,Boşanmış,10883,20467,3,Hayır,20,4,3,80,1,19,2,4,1,0,0,0
33,Hayır,Seyrek Seyahat,267,Araştırma ve Geliştirme,21,3,Tıp,1,1698,2,Erkek,79,4,1,Laboratuvar Teknikeri,2,Evli,2028,13637,1,Hayır,18,3,4,80,3,14,6,3,14,11,2,13
37,Hayır,Sık Seyahat,1278,Satış,1,4,Tıp,1,1700,3,Erkek,31,1,2,Satış Yöneticisi,4,Boşanmış,9525,7677,1,Hayır,14,3,3,80,2,6,2,2,6,3,1,3
34,Hayır,Seyrek Seyahat,678,Araştırma ve Geliştirme,19,3,Fen Bilimleri,1,1701,2,Kadın,35,2,1,Araştırma Bilimcisi,4,Evli,2929,20338,1,Hayır,12,3,2,80,0,10,3,3,10,9,8,7
23,Evet,Seyrek Seyahat,427,Satış,7,3,Fen Bilimleri,1,1702,3,Erkek,99,3,1,Satış Temsilcisi,4,Boşanmış,2275,25103,1,Evet,21,4,2,80,1,3,2,3,3,2,0,2
44,Hayır,Seyrek Seyahat,921,Araştırma ve Geliştirme,2,3,Fen Bilimleri,1,1703,3,Kadın,96,4,3,Sağlık Temsilcisi,4,Evli,7879,14810,1,Evet,19,3,2,80,1,9,2,3,8,7,6,7
35,Hayır,Sık Seyahat,146,Araştırma ve Geliştirme,2,4,Tıp,1,1704,1,Erkek,79,2,1,Araştırma Bilimcisi,4,Bekar,4930,13970,0,Evet,14,3,3,80,0,6,2,4,5,4,1,4
43,Hayır,Seyrek Seyahat,1179,Satış,2,3,Tıp,1,1706,4,Erkek,73,3,2,Satış Yöneticisi,4,Evli,7847,6069,1,Evet,17,3,1,80,1,10,3,3,10,9,8,8
24,Hayır,Seyrek Seyahat,581,Araştırma ve Geliştirme,9,3,Tıp,1,1707,3,Erkek,62,4,1,Araştırma Bilimcisi,3,Evli,4401,17616,1,Hayır,16,3,4,80,1,5,1,3,5,3,0,4
41,Hayır,Seyrek Seyahat,918,Satış,6,3,Pazarlama,1,1708,4,Erkek,35,3,3,Satış Yöneticisi,3,Bekar,9241,15869,1,Hayır,12,3,2,80,0,10,3,3,10,8,8,7
29,Hayır,Seyrek Seyahat,1082,Araştırma ve Geliştirme,9,4,Tıp,1,1709,4,Kadın,43,3,1,Laboratuvar Teknikeri,3,Evli,2974,25412,9,Hayır,17,3,3,80,1,9,2,3,5,3,1,2
36,Hayır,Seyrek Seyahat,530,Satış,2,4,Fen Bilimleri,1,1710,3,Kadın,51,3,2,Satış Temsilcisi,4,Bekar,4502,7439,3,Hayır,15,3,3,80,0,17,2,2,13,7,6,7
45,Hayır,Seyahat Etmez,1238,Araştırma ve Geliştirme,1,1,Fen Bilimleri,1,1712,3,Erkek,74,2,3,Sağlık Temsilcisi,3,Evli,10748,3395,3,Hayır,23,4,4,80,1,25,3,2,23,15,14,4
24,Evet,Seyrek Seyahat,240,İnsan Kaynakları,22,1,İnsan Kaynakları,1,1714,4,Erkek,58,1,1,İnsan Kaynakları,3,Evli,1555,11585,1,Hayır,11,3,3,80,1,1,2,3,1,0,0,0
47,Evet,Sık Seyahat,1093,Satış,9,3,Fen Bilimleri,1,1716,3,Erkek,82,1,4,Satış Yöneticisi,3,Evli,12936,24164,7,Hayır,11,3,3,80,0,25,3,1,23,5,14,10
26,Hayır,Seyrek Seyahat,390,Araştırma ve Geliştirme,17,4,Tıp,1,1718,4,Erkek,62,1,1,Laboratuvar Teknikeri,3,Evli,2305,6217,1,Hayır,15,3,3,80,3,3,3,4,3,2,0,2
45,Hayır,Seyrek Seyahat,1005,Araştırma ve Geliştirme,28,2,Mühendislik,1,1719,4,Kadın,48,2,4,Araştırma Direktörü,2,Bekar,16704,17119,1,Hayır,11,3,3,80,0,21,2,3,21,6,8,6
32,Hayır,Sık Seyahat,585,Araştırma ve Geliştirme,10,3,Fen Bilimleri,1,1720,1,Erkek,56,3,1,Araştırma Bilimcisi,3,Evli,3433,17360,6,Hayır,13,3,1,80,1,10,3,2,5,2,1,3
31,Hayır,Seyrek Seyahat,741,Araştırma ve Geliştirme,2,4,Fen Bilimleri,1,1721,2,Erkek,69,3,1,Laboratuvar Teknikeri,3,Evli,3477,18103,1,Hayır,14,3,4,80,1,6,2,4,5,2,0,3
41,Hayır,Seyahat Etmez,552,İnsan Kaynakları,4,3,İnsan Kaynakları,1,1722,3,Erkek,60,1,2,İnsan Kaynakları,2,Evli,6430,20794,6,Hayır,19,3,2,80,1,10,4,3,3,2,1,2
40,Hayır,Seyrek Seyahat,369,Araştırma ve Geliştirme,8,2,Fen Bilimleri,1,1724,2,Kadın,92,3,2,Üretim Direktörü,1,Evli,6516,5041,2,Evet,16,3,2,80,1,18,3,3,1,0,0,0
24,Hayır,Seyrek Seyahat,506,Araştırma ve Geliştirme,29,1,Tıp,1,1725,2,Erkek,91,3,1,Laboratuvar Teknikeri,1,Boşanmış,3907,3622,1,Hayır,13,3,2,80,3,6,2,4,6,2,1,2
46,Hayır,Seyrek Seyahat,717,Araştırma ve Geliştirme,13,4,Fen Bilimleri,1,1727,3,Erkek,34,3,2,Sağlık Temsilcisi,2,Bekar,5562,9697,6,Hayır,14,3,4,80,0,19,3,3,10,7,0,9
35,Hayır,Seyrek Seyahat,1370,Araştırma ve Geliştirme,27,4,Fen Bilimleri,1,1728,4,Erkek,49,3,2,Üretim Direktörü,3,Evli,6883,5151,2,Hayır,16,3,2,80,1,17,3,3,7,7,0,7
30,Hayır,Seyrek Seyahat,793,Araştırma ve Geliştirme,16,1,Fen Bilimleri,1,1729,2,Erkek,33,3,1,Araştırma Bilimcisi,4,Evli,2862,3811,1,Hayır,12,3,2,80,1,10,2,2,10,0,0,8
47,Hayır,Seyahat Etmez,543,Satış,2,4,Pazarlama,1,1731,3,Erkek,87,3,2,Satış Yöneticisi,2,Evli,4978,3536,7,Hayır,11,3,4,80,1,4,3,1,1,0,0,0
46,Hayır,Seyrek Seyahat,1277,Satış,2,3,Fen Bilimleri,1,1732,3,Erkek,74,3,3,Satış Yöneticisi,4,Boşanmış,10368,5596,4,Evet,12,3,2,80,1,13,5,2,10,6,0,3
36,Evet,Seyrek Seyahat,1456,Satış,13,5,Pazarlama,1,1733,2,Erkek,96,2,2,Satış Yöneticisi,1,Boşanmış,6134,8658,5,Evet,13,3,2,80,3,16,3,3,2,2,2,2
32,Evet,Seyrek Seyahat,964,Satış,1,2,Fen Bilimleri,1,1734,1,Erkek,34,1,2,Satış Yöneticisi,2,Bekar,6735,12147,6,Hayır,15,3,2,80,0,10,2,3,0,0,0,0
23,Hayır,Seyrek Seyahat,160,Araştırma ve Geliştirme,4,1,Tıp,1,1735,3,Kadın,51,3,1,Laboratuvar Teknikeri,2,Bekar,3295,12862,1,Hayır,13,3,3,80,0,3,3,1,3,2,1,2
31,Hayır,Sık Seyahat,163,Araştırma ve Geliştirme,24,1,Mühendislik,1,1736,4,Kadın,30,3,2,Üretim Direktörü,4,Bekar,5238,6670,2,Hayır,20,4,4,80,0,9,3,2,5,4,1,4
39,Hayır,Seyahat Etmez,792,Araştırma ve Geliştirme,1,3,Fen Bilimleri,1,1737,4,Erkek,77,3,2,Laboratuvar Teknikeri,4,Evli,6472,8989,1,Evet,15,3,4,80,1,9,2,3,9,8,5,8
32,Hayır,Seyrek Seyahat,371,Satış,19,3,Fen Bilimleri,1,1739,4,Erkek,80,1,3,Satış Yöneticisi,3,Evli,9610,3840,3,Hayır,13,3,3,80,1,10,2,1,4,3,0,2
40,Hayır,Seyrek Seyahat,611,Satış,7,4,Tıp,1,1740,2,Erkek,88,3,5,Yönetici,2,Bekar,19833,4349,1,Hayır,14,3,2,80,0,21,3,2,21,8,12,8
45,Hayır,Seyrek Seyahat,176,İnsan Kaynakları,4,3,Fen Bilimleri,1,1744,3,Kadın,56,1,3,İnsan Kaynakları,3,Evli,9756,6595,4,Hayır,21,4,3,80,2,9,2,4,5,0,0,3
30,Hayır,Sık Seyahat,1312,Araştırma ve Geliştirme,2,4,Mühendislik,1,1745,4,Kadın,78,2,1,Araştırma Bilimcisi,1,Bekar,4968,26427,0,Hayır,16,3,4,80,0,10,2,3,9,7,0,7
24,Hayır,Sık Seyahat,897,İnsan Kaynakları,10,3,Tıp,1,1746,1,Erkek,59,3,1,İnsan Kaynakları,4,Evli,2145,2097,0,Hayır,14,3,4,80,1,3,2,3,2,2,2,1
30,Evet,Sık Seyahat,600,İnsan Kaynakları,8,3,İnsan Kaynakları,1,1747,3,Kadın,66,2,1,İnsan Kaynakları,4,Boşanmış,2180,9732,6,Hayır,11,3,3,80,1,6,0,2,4,2,1,2
31,Hayır,Seyrek Seyahat,1003,Satış,5,3,Mühendislik,1,1749,1,Erkek,51,3,2,Satış Yöneticisi,3,Evli,8346,20943,1,Hayır,19,3,3,80,1,6,3,3,5,2,0,2
27,Hayır,Seyrek Seyahat,1054,Araştırma ve Geliştirme,8,3,Tıp,1,1751,3,Kadın,67,3,1,Araştırma Bilimcisi,4,Bekar,3445,6152,1,Hayır,11,3,3,80,0,6,5,2,6,2,1,4
29,Evet,Seyrek Seyahat,428,Satış,9,3,Pazarlama,1,1752,2,Kadın,52,1,1,Satış Temsilcisi,2,Bekar,2760,14630,1,Hayır,13,3,3,80,0,2,3,3,2,2,2,2
29,Hayır,Sık Seyahat,461,Araştırma ve Geliştirme,1,3,Fen Bilimleri,1,1753,4,Erkek,70,4,2,Sağlık Temsilcisi,3,Bekar,6294,23060,8,Evet,12,3,4,80,0,10,5,4,3,2,0,2
30,Hayır,Seyrek Seyahat,979,Satış,15,2,Pazarlama,1,1754,3,Erkek,94,2,3,Satış Yöneticisi,1,Boşanmış,7140,3088,2,Hayır,11,3,1,80,1,12,2,3,7,7,1,7
34,Hayır,Seyrek Seyahat,181,Araştırma ve Geliştirme,2,4,Tıp,1,1755,4,Erkek,97,4,1,Araştırma Bilimcisi,4,Evli,2932,5586,0,Evet,14,3,1,80,3,6,3,3,5,0,1,2
33,Hayır,Seyahat Etmez,1283,Satış,2,3,Pazarlama,1,1756,4,Kadın,62,3,2,Satış Yöneticisi,2,Bekar,5147,10697,8,Hayır,15,3,4,80,0,13,2,2,11,7,1,7
49,Hayır,Seyrek Seyahat,1313,Satış,11,4,Pazarlama,1,1757,4,Kadın,80,3,2,Satış Yöneticisi,4,Bekar,4507,8191,3,Hayır,12,3,3,80,0,8,1,4,5,1,0,4
33,Evet,Seyrek Seyahat,211,Satış,16,3,Fen Bilimleri,1,1758,1,Kadın,74,3,3,Satış Yöneticisi,1,Bekar,8564,10092,2,Evet,20,4,3,80,0,11,2,2,0,0,0,0
38,Hayır,Sık Seyahat,594,Araştırma ve Geliştirme,2,2,Tıp,1,1760,3,Kadın,75,2,1,Laboratuvar Teknikeri,2,Evli,2468,15963,4,Hayır,14,3,2,80,1,9,4,2,6,1,0,5
31,Evet,Seyrek Seyahat,1079,Satış,16,4,Pazarlama,1,1761,1,Erkek,70,3,3,Satış Yöneticisi,3,Evli,8161,19002,2,Hayır,13,3,1,80,3,10,2,3,1,0,0,0
29,Hayır,Seyrek Seyahat,590,Araştırma ve Geliştirme,4,3,Mühendislik,1,1762,4,Kadın,91,2,1,Araştırma Bilimcisi,1,Boşanmış,2109,10007,1,Hayır,13,3,3,80,1,1,2,3,1,0,0,0
30,Hayır,Seyrek Seyahat,305,Araştırma ve Geliştirme,16,3,Fen Bilimleri,1,1763,3,Erkek,58,4,2,Sağlık Temsilcisi,3,Evli,5294,9128,3,Hayır,16,3,3,80,1,10,3,3,7,0,1,7
32,Hayır,Seyahat Etmez,953,Araştırma ve Geliştirme,5,4,Mühendislik,1,1764,2,Erkek,65,3,1,Araştırma Bilimcisi,2,Bekar,2718,17674,2,Hayır,14,3,2,80,0,12,3,3,7,7,0,7
38,Hayır,Seyrek Seyahat,833,Araştırma ve Geliştirme,18,3,Tıp,1,1766,2,Erkek,60,1,2,Sağlık Temsilcisi,4,Evli,5811,24539,3,Evet,16,3,3,80,1,15,2,3,1,0,1,0
43,Evet,Sık Seyahat,807,Araştırma ve Geliştirme,17,3,Mühendislik,1,1767,3,Erkek,38,2,1,Araştırma Bilimcisi,3,Evli,2437,15587,9,Evet,16,3,4,80,1,6,4,3,1,0,0,0
42,Hayır,Seyrek Seyahat,855,Araştırma ve Geliştirme,12,3,Tıp,1,1768,2,Erkek,57,3,1,Laboratuvar Teknikeri,2,Boşanmış,2766,8952,8,Hayır,22,4,2,80,3,7,6,2,5,3,0,4
55,Hayır,Seyrek Seyahat,478,Araştırma ve Geliştirme,2,3,Tıp,1,1770,3,Erkek,60,2,5,Araştırma Direktörü,1,Evli,19038,19805,8,Hayır,12,3,2,80,3,34,2,3,1,0,0,0
33,Hayır,Seyahat Etmez,775,Araştırma ve Geliştirme,4,3,Mühendislik,1,1771,4,Erkek,90,3,2,Araştırma Bilimcisi,2,Boşanmış,3055,6194,5,Hayır,15,3,4,80,2,11,2,2,9,8,1,7
41,Hayır,Seyrek Seyahat,548,Araştırma ve Geliştirme,9,4,Fen Bilimleri,1,1772,3,Erkek,94,3,1,Laboratuvar Teknikeri,1,Boşanmış,2289,20520,1,Hayır,20,4,2,80,2,5,2,3,5,3,0,4
34,Hayır,Seyahat Etmez,1375,Satış,10,3,Fen Bilimleri,1,1774,4,Erkek,87,3,2,Satış Yöneticisi,3,Boşanmış,4001,12313,1,Evet,14,3,3,80,1,15,3,3,15,14,0,7
53,Hayır,Seyahat Etmez,661,Araştırma ve Geliştirme,1,4,Tıp,1,1775,1,Kadın,60,2,4,Üretim Direktörü,3,Evli,12965,22308,4,Evet,20,4,4,80,3,27,2,2,3,2,0,2
43,Hayır,Seyrek Seyahat,244,İnsan Kaynakları,2,3,Fen Bilimleri,1,1778,2,Erkek,97,3,1,İnsan Kaynakları,4,Bekar,3539,5033,0,Hayır,13,3,2,80,0,10,5,3,9,7,1,8
34,Hayır,Seyrek Seyahat,511,Satış,3,2,Fen Bilimleri,1,1779,4,Kadın,32,1,2,Satış Yöneticisi,4,Bekar,6029,25353,5,Hayır,12,3,1,80,0,6,3,3,2,2,2,2
21,Evet,Seyrek Seyahat,337,Satış,7,1,Pazarlama,1,1780,2,Erkek,31,3,1,Satış Temsilcisi,2,Bekar,2679,4567,1,Hayır,13,3,2,80,0,1,3,3,1,0,1,0
38,Hayır,Seyrek Seyahat,1153,Araştırma ve Geliştirme,6,2,Diğer,1,1782,4,Kadın,40,2,1,Laboratuvar Teknikeri,3,Evli,3702,16376,1,Hayır,11,3,2,80,1,5,3,3,5,4,0,4
